Block size,Time to read
276,3367503725
277,3342289755
278,3334540214
279,3368478001
280,3361824009
281,3367667367
282,3353860324
283,3341830843
284,3345473706
285,3348651833
286,3357274910
287,3352719215
288,3336082633
289,3342618302
290,3361814693
291,3354628856
292,3328516729
293,3347892986
294,3347887964
295,3340189670
296,3343967050
297,3335714080
298,3332459801
299,3325737298
300,3336337084
301,3339426343
302,3321945721
303,3327106235
304,3345149004
305,3350026343
306,3327238275
307,3342015543
308,3349380899
309,3338478013
310,3343300568
311,3323781307
312,3331120984
313,3308401492
314,3337813114
315,3329810101
316,3341055010
317,3345423984
318,3332137015
319,3357887222
320,3321052935
321,3311181507
322,3341395694
323,3325233443
324,3313348108
325,3317632278
326,3334061035
327,3326295355
328,3320433946
329,3304743028
330,3311130077
331,3324865007
332,3338482546
333,3320644388
334,3336663384
335,3468014308
336,3317769120
337,3317500814
338,3306807362
339,3339601023
340,3321825986
341,3319826026
342,3310422181
343,3329325323
344,3335312973
345,3330953533
346,3317694969
347,3313491380
348,3318166499
349,3340578432
350,3346411457
351,3342288536
352,3344129335
353,3421581756
354,3390123011
355,3379848718
356,3390695358
357,3337395979
358,3356029658
359,3402902496
360,3342914866
361,3333317655
362,3349479867
363,3342311626
364,3337287367
365,3356709278
366,3327230311
367,3333921086
368,3334271583
369,3343955312
370,3329130113
371,3336188556
372,3340586254
373,3349319281
374,3329973104
375,3342667818
376,3326638295
377,3318726777
378,3332884429
379,3337504365
380,3332138338
381,3329762759
382,3320965386
383,3338368657
384,3335602254
385,3327546901
386,3329228663
387,3343623214
388,3334828471
389,3326755356
390,3341692908
391,3320405848
392,3328600716
393,3326685124
394,3339565610
395,3322591730
396,3334077386
397,3334848374
398,3324889133
399,3330439948
400,3337992610
401,3328641157
402,3320264441
403,3313213691
404,3313393563
405,3304394150
406,3315861536
407,3324602385
408,3319853987
409,3332239502
410,3327131925
411,3334899426
412,3313914439
413,3341688545
414,3324805860
415,3327986991
416,3311484188
417,3323799194
418,3329821053
419,3340598611
420,3307932000
421,3338194106
422,3324253828
423,3329445419
424,3304035029
425,3316380861
426,3314273411
427,3332874632
428,3334202947
429,3324762364
430,3313241094
431,3330329621
432,3328176874
433,3337361704
434,3337804897
435,3337318515
436,3320074428
437,3336185148
438,3315185785
439,3346953635
440,3298649815
441,3334147966
442,3337834605
443,3325534273
444,3316568947
445,3316433452
446,3315854076
447,3325654419
448,3314771191
449,3333809331
450,3318713173
451,3328113163
452,3326868332
453,3316985673
454,3311474424
455,3311198361
456,3334263396
457,3328030884
458,3314327239
459,3341504731
460,3320844478
461,3313971972
462,3333006179
463,3316174334
464,3313544099
465,3328993338
466,3309353391
467,3339872700
468,3302912521
469,3318041329
470,3298277272
471,3314390463
472,3322350513
473,3309086476
474,3312070534
475,3309417247
476,3319609724
477,3327066779
478,3295838446
479,3317044128
480,3304532715
481,3308111671
482,3320181431
483,3313564165
484,3308117484
485,3296466342
486,3319531174
487,3316692536
488,3307970855
489,3318154130
490,3297829816
491,3317081772
492,3303739174
493,3311571299
494,3316288510
495,3308837242
496,3288892397
497,3299139617
498,3310081883
499,3303878789
500,3304232206
501,3297409230
502,3315768183
503,3309733456
504,3292430654
505,3293349897
506,3306378125
507,3302325568
508,3298744266
509,3290845783
510,3303539147
511,3296682997
512,3308111489
513,3329066135
514,3344863702
515,3318370429
516,3311393957
517,3336714951
518,3311642328
519,3328640607
520,3312248621
521,3329333237
522,3317856606
523,3321560405
524,3317206771
525,3320307132
526,3332456639
527,3325886052
528,3310252684
529,3317474444
530,3327991338
531,3333384537
532,3325153257
533,3314728154
534,3312302446
535,3317267480
536,3310280160
537,3314133984
538,3319195147
539,3320655992
540,3331380143
541,3327454717
542,3319613273
543,3337011071
544,3306918989
545,3324456887
546,3300721201
547,3314366334
548,3314747835
549,3309685401
550,3306529158
551,3303138078
552,3310710502
553,3318655397
554,3304429307
555,3309584001
556,3299979481
557,3303936811
558,3324843011
559,3321482993
560,3316136614
561,3296950992
562,3310348763
563,3309285047
564,3315171095
565,3325670351
566,3318587530
567,3309188967
568,3299261826
569,3309782083
570,3301356486
571,3320615340
572,3303359344
573,3308543248
574,3314630405
575,3308792991
576,3293815670
577,3302113454
578,3300511097
579,3284465203
580,3318164321
581,3306355366
582,3321802502
583,3298276427
584,3298702850
585,3326242895
586,3311041256
587,3297615276
588,3302168350
589,3298593435
590,3293473988
591,3328866023
592,3302232429
593,3291054115
594,3326102533
595,3302654390
596,3303001580
597,3301444857
598,3276035475
599,3276703505
600,3278145149
601,3258342204
602,3277203215
603,3278845709
604,3278666388
605,3281809845
606,3283369564
607,3278741231
608,3269671473
609,3294012813
610,3261631333
611,3298681455
612,3304913924
613,3313627574
614,3335465043
615,3306829770
616,3320377338
617,3315758372
618,3309401320
619,3314848089
620,3309377754
621,3305065666
622,3310673693
623,3314381422
624,3306595511
625,3291847542
626,3309107481
627,3321571577
628,3316653228
629,3311026055
630,3303304391
631,3299093253
632,3311672372
633,3305949955
634,3306811205
635,3303829148
636,3318583641
637,3295145674
638,3299918192
639,3299574566
640,3312340910
641,3339377774
642,3305837807
643,3310396855
644,3291121750
645,3297887764
646,3290184354
647,3294503740
648,3308435219
649,3292281214
650,3312627899
651,3306709834
652,3312544289
653,3313538970
654,3305503270
655,3295313743
656,3310987791
657,3297214131
658,3309801666
659,3296964681
660,3291405388
661,3321463958
662,3302108902
663,3284026037
664,3292077555
665,3291458728
666,3292355856
667,3310623538
668,3301131758
669,3307446677
670,3312358739
671,3295817839
672,3304651892
673,3315523043
674,3308785824
675,3298513091
676,3298522292
677,3310128279
678,3313763937
679,3313829184
680,3307445295
681,3299085047
682,3327217147
683,3309152224
684,3306426155
685,3289199557
686,3298693639
687,3299204303
688,3300543433
689,3292799488
690,3298262982
691,3307416422
692,3303992414
693,3295428627
694,3298176771
695,3315228198
696,3300197160
697,3319422981
698,3297974034
699,3306493603
700,3289395575
701,3314646075
702,3309666628
703,3304532516
704,3304342101
705,3298433962
706,3287429093
707,3302346705
708,3303995857
709,3295789663
710,3328280137
711,3317624586
712,3327950220
713,3371146797
714,3541116569
715,3580135842
716,3496064852
717,3341396414
718,3312170503
719,3357056390
720,3305134817
721,3318499200
722,3291236529
723,3329505336
724,3289286031
725,3347204217
726,3309864428
727,3307432060
728,3330297949
729,3353212239
730,3337947721
731,3295691317
732,3290246488
733,3324336097
734,3291628421
735,3291822184
736,3298807445
737,3284915019
738,3296766184
739,3400110626
740,3465467943
741,3402823605
742,3412907210
743,3339504313
744,3385513496
745,3323347772
746,3358288778
747,3387608149
748,3317573106
749,3380833092
750,3296938834
751,3410601276
752,3369653515
753,3334342418
754,3355507105
755,3323441933
756,3286466232
757,3312272282
758,3297741110
759,3287609985
760,3287394197
761,3291927348
762,3288509652
763,3283688867
764,3309020974
765,3363227764
766,3395864087
767,3361728971
768,3351932432
769,3539100984
770,3290281149
771,3292122437
772,3284044021
773,3301414826
774,3310571185
775,3283856370
776,3282679482
777,3278497545
778,3292256736
779,3295525179
780,3301220376
781,3303786730
782,3304618351
783,3300480488
784,3283196859
785,3277894739
786,3302825963
787,3289514246
788,3354052251
789,3296930174
790,3298219947
791,3282026075
792,3268399121
793,3425151898
794,3335901419
795,3307776064
796,3438789732
797,3424022745
798,3363276762
799,3301953089
800,3296998064
801,3350196765
802,3334610032
803,3434299605
804,3289938931
805,3288941249
806,3303848378
807,3292716789
808,3284667248
809,3279024928
810,3291033196
811,3287737846
812,3285930924
813,3330184166
814,3407319872
815,3286216502
816,3270884668
817,3288882431
818,3291465184
819,3283241682
820,3306581446
821,3329613173
822,3303486476
823,3304231249
824,3291230731
825,3280646773
826,3314482579
827,3280601647
828,3298692690
829,3286804016
830,3297514336
831,3289678164
832,3333673963
833,3325939399
834,3280302672
835,3282819980
836,3313509260
837,3304876217
838,3289469856
839,3292043588
840,3296044646
841,3284992744
842,3280159663
843,3298605590
844,3329544518
845,3299736015
846,3287060461
847,3285163123
848,3270720488
849,3296956334
850,3288541597
851,3300738334
852,3265042573
853,3287828315
854,3286446188
855,3280578899
856,3285051696
857,3289636539
858,3282931475
859,3372788244
860,3308514767
861,3277559701
862,3276708871
863,3272637291
864,3295370392
865,3294608420
866,3303575461
867,3294004185
868,3296832187
869,3283064501
870,3280362086
871,3290767523
872,3285055588
873,3279999800
874,3289077676
875,3273082150
876,3271990940
877,3283522144
878,3378514931
879,3270170775
880,3284973655
881,3359314771
882,3340487488
883,3275039419
884,3273602333
885,3272553124
886,3291645884
887,3345211952
888,3308478464
889,3311563553
890,3329975116
891,3424806231
892,3405457365
893,3462224892
894,3458442757
895,3383757780
896,3400238951
897,3363835795
898,3347151884
899,3341869498
900,3476623177
901,3282344913
902,3349356943
903,3337699077
904,3321965427
905,3341623791
906,3289660876
907,3291734393
908,3307499179
909,3285953352
910,3297358010
911,3289449391
912,3300732792
913,3308981422
914,3291643916
915,3301867201
916,3284539466
917,3295043813
918,3287677305
919,3294251157
920,3293336505
921,3286655233
922,3273850179
923,3290500261
924,3295592714
925,3293731199
926,3286760573
927,3307822379
928,3278411064
929,3345115526
930,3331013933
931,3353835705
932,3404933119
933,3400637607
934,3431991091
935,3499936422
936,3372576087
937,3394466365
938,3382356892
939,3417814410
940,3381693638
941,3369414961
942,3382968000
943,3452730166
944,3373333130
945,3413296011
946,3338192280
947,3417078217
948,3531310201
949,3344172781
950,3364188654
951,3479443961
952,3349929468
953,3462734030
954,3374841224
955,3412761028
956,3409102983
957,3363813947
958,3395768153
959,3395366462
960,3363753030
961,3346860209
962,3443762078
963,3429569315
964,3403467474
965,3435170386
966,3363002880
967,3373901323
968,3485430338
969,3296738423
970,3312924340
971,3279619954
972,3275393705
973,3295338939
974,3280440010
975,3272857505
976,3335006987
977,3319525774
978,3305363001
979,3275014061
980,3282677538
981,3275790697
982,3289737205
983,3279292212
984,3278768909
985,3279301850
986,3344373401
987,3337333928
988,3286998903
989,3288431875
990,3283574046
991,3263892657
992,3273361877
993,3284896527
994,3283936062
995,3279325491
996,3272029787
997,3271489520
998,3273124389
999,3287782942
1000,3272554772
